ID,PERGUNTAS,RESPOSTAS,CLASSES,AUTORES,COMENTARIOS
,Dê o significado de uma Bagged Forest?, é um conjunto de árvore de decisões,baggedForest,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,, é um conjunto de árvore de decisões,baggedForest,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,descreva a relação entre random forest e kernel methods, uma kernel random forest é uma adaptação de random forest para kernel methods,diferença,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Qual a diferença enter uma random forest e uma kernel random forest, uma kernel random forest é uma adaptação de random forest para kernel methods,diferença,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,O que é uma kernel random forest?, uma kernel random forest é uma adaptação de random forest para kernel methods,diferença,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Defina uma kernel random forest, uma kernel random forest é uma adaptação de random forest para kernel methods,diferença,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Qual mecanismo adapta random forest para kernel method?, uma kernel random forest é uma adaptação de random forest para kernel methods,diferença,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,O que são extra trees?, extra trees são geradas através de um passo extra de randomização,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Como são geradas extra trees?, extra trees são geradas através de um passo extra de randomização,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Defina extra tree, extra trees são geradas através de um passo extra de randomização,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Contextualize o processo de criação de extra trees, extra trees são geradas através de um passo extra de randomização,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Qual o resultado de um passo extra de randomização, extra trees são geradas através de um passo extra de randomização,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Cite duas caracteristicas de extra trees,R:Cada arvore é treinada usada o exemplo de aprendizagem inteiro; a divisão de cima para baixo no tree learner é aleatoria,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,no que extra trees se diferenciam de random forests ordinárias,R:Cada arvore é treinada usada o exemplo de aprendizagem inteiro; a divisão de cima para baixo no tree learner é aleatoria,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Extra trees possuem diferenças de random forests ordinárias. Jusitifique,R:Cada arvore é treinada usada o exemplo de aprendizagem inteiro; a divisão de cima para baixo no tree learner é aleatoria,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,quais sao as diferenças entre extra trees e random forests ordinárias,R:Cada arvore é treinada usada o exemplo de aprendizagem inteiro; a divisão de cima para baixo no tree learner é aleatoria,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Defina extra trees a partir de suas carcteristicas proprias,R:Cada arvore é treinada usada o exemplo de aprendizagem inteiro; a divisão de cima para baixo no tree learner é aleatoria,extra trees,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Cite uma consequencia natural dos preditores de random forests,R:Preditores de random forest naturalmente levam a uma dissimilaridade de medição entre observações,funcionamento,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,A construção de preditores de random forest tem uma importantae consequencia. Qual?,R:Preditores de random forest naturalmente levam a uma dissimilaridade de medição entre observações,funcionamento,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,O que ocorre ao gerar-se preditores de random forest?,R:Preditores de random forest naturalmente levam a uma dissimilaridade de medição entre observações,funcionamento,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Qual a consequencia de gerarmos preditores de random forest?,R:Preditores de random forest naturalmente levam a uma dissimilaridade de medição entre observações,funcionamento,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Quais são os efeitos colaterais da construção de preditores de random forests?,R:Preditores de random forest naturalmente levam a uma dissimilaridade de medição entre observações,funcionamento,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Qual a importância do hiperparâmetro max_features?, indica o número máximo de características a serem utilizadas pelo Floresta Aleatória na construção de uma dada árvore,nEstimators,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Defina a importância do hiperparâmetro max_features?, indica o número máximo de características a serem utilizadas pelo Floresta Aleatória na construção de uma dada árvore,nEstimators,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Explique a importância do hiperparâmetro max_features?, indica o número máximo de características a serem utilizadas pelo Floresta Aleatória na construção de uma dada árvore,nEstimators,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Diga a importância do hiperparâmetro max_features?, indica o número máximo de características a serem utilizadas pelo Floresta Aleatória na construção de uma dada árvore,nEstimators,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Como o hiperparâmetro max_features afeta a Random Forest?, indica o número máximo de características a serem utilizadas pelo Floresta Aleatória na construção de uma dada árvore,nEstimators,"Ramon, Marlon, Matheus Lagreca, Matheus Britzke",
,Quais são as aplicações do algoritmo Random Forest?,"O Random Forest não possui uma área de aplicação específica, ou seja, existem diversas áreas que o algoritmo pode ser usado, tal como na medicina, setores financeiros, eletrônicos e bancários.",aplicacao,Douglas Dallavale e Vinícius Vianna,
,Em que o algoritmo Random Forest pode ser aplicado?,"O Random Forest não possui uma área de aplicação específica, ou seja, existem diversas áreas que o algoritmo pode ser usado, tal como na medicina, setores financeiros, eletrônicos e bancários.",aplicacao,Douglas Dallavale e Vinícius Vianna,
,Onde o algoritmo Random Forest pode ser aplicado?,"O Random Forest não possui uma área de aplicação específica, ou seja, existem diversas áreas que o algoritmo pode ser usado, tal como na medicina, setores financeiros, eletrônicos e bancários.",aplicacao,Douglas Dallavale e Vinícius Vianna,
,Qual a área de aplicação do algoritmo Random Forest?,"O Random Forest não possui uma área de aplicação específica, ou seja, existem diversas áreas que o algoritmo pode ser usado, tal como na medicina, setores financeiros, eletrônicos e bancários.",aplicacao,Douglas Dallavale e Vinícius Vianna,
,No quê se aplica o Random Forest?,"O Random Forest não possui uma área de aplicação específica, ou seja, existem diversas áreas que o algoritmo pode ser usado, tal como na medicina, setores financeiros, eletrônicos e bancários.",aplicacao,Douglas Dallavale e Vinícius Vianna,
,O que é o algoritmo Random Forest?,Trata-se de um algoritmo de aprendizagem de máquina não supervisionado,conceito,Douglas Dallavale e Vinícius Vianna,
,Do que se trata o algoritmo Random Forest?,Trata-se de um algoritmo de aprendizagem de máquina não supervisionado,conceito,Douglas Dallavale e Vinícius Vianna,
,O que define o algoritmo Random Forest?,Trata-se de um algoritmo de aprendizagem de máquina não supervisionado,conceito,Douglas Dallavale e Vinícius Vianna,
,Random Forest é o único algoritmo que soluciona o(s) problema(s) em que se propõe?,"Não, existem outros algoritmos que são capazes de criar árvores de desisão. Porém ele é um dos mais eficientes nesse quesito. ",comparacao,Douglas Dallavale e Vinícius Vianna,
,Há outros algoritmos além do Random Forest que solucionam os mesmos problemas?,"Não, existem outros algoritmos que são capazes de criar árvores de desisão. Porém ele é um dos mais eficientes nesse quesito. ",comparacao,Douglas Dallavale e Vinícius Vianna,
,Existe mais de um algoritmo que solucione os mesmos problemas do Random Forest?,"Não, existem outros algoritmos que são capazes de criar árvores de desisão. Porém ele é um dos mais eficientes nesse quesito. ",comparacao,Douglas Dallavale e Vinícius Vianna,
,Existem alternativas para o algoritmo Random Forest?,"Não, existem outros algoritmos que são capazes de criar árvores de desisão. Porém ele é um dos mais eficientes nesse quesito. ",comparacao,Douglas Dallavale e Vinícius Vianna,
,É possível paralelizar o algoritmo Random Forest?,"Sim, visto que existem versões deste algoritmos que são implementados com técnicas de paralelismo, vulgo Parallel Random Forest.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,O algoritmo Random Forest pode ser paralelizado?,"Sim, visto que existem versões deste algoritmos que são implementados com técnicas de paralelismo, vulgo Parallel Random Forest.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,Pode haver implementações do Random Forest que sejam paralelas?,"Sim, visto que existem versões deste algoritmos que são implementados com técnicas de paralelismo, vulgo Parallel Random Forest.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,O paralelismo pode ser aplicado na implementação do Random Forest?,"Sim, visto que existem versões deste algoritmos que são implementados com técnicas de paralelismo, vulgo Parallel Random Forest.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,Random Forest utiliza programação dinâmica para resolução dos problemas?," Depende de sua implementação, e pode ser utilizado para o Random Forest ser otimizado. Mas originalmente ele não é.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,Random Forest faz uso da programação dinâmica para resolver os problemas?," Depende de sua implementação, e pode ser utilizado para o Random Forest ser otimizado. Mas originalmente ele não é.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,A programação dinâmica é aplicada pelo Random Forest na resolução de problemas?," Depende de sua implementação, e pode ser utilizado para o Random Forest ser otimizado. Mas originalmente ele não é.",funcionamento,Douglas Dallavale e Vinícius Vianna,
,O Random Forest é um algoritmo de força bruta?,Depende de sua implementação. Mas originalmente ele não é.,conceito,Douglas Dallavale e Vinícius Vianna,
,O algoritmo Random Forest utiliza força bruta?,Depende de sua implementação. Mas originalmente ele não é.,conceito,Douglas Dallavale e Vinícius Vianna,
,Técnicas de força bruta fazem parte do algoritmo Random Forest?,Depende de sua implementação. Mas originalmente ele não é.,conceito,Douglas Dallavale e Vinícius Vianna,
,Random Forest pode ser considerado um algoritmo simples de se implementação?,"Sim. Devido à sua simplicidade, é difícil construir um Floresta Aleatória “ruim”. Este algoritmo é também uma boa opção se você precisa desenvolver um modelo em curto espaço de tempo",conceito,Douglas Dallavale e Vinícius Vianna,
,É simples implementar o algoritmo Random Forest?,"Sim. Devido à sua simplicidade, é difícil construir um Floresta Aleatória “ruim”. Este algoritmo é também uma boa opção se você precisa desenvolver um modelo em curto espaço de tempo",conceito,Douglas Dallavale e Vinícius Vianna,
,A implementação do Random Forest pode ser feita de maneira simples?,"Sim. Devido à sua simplicidade, é difícil construir um Floresta Aleatória “ruim”. Este algoritmo é também uma boa opção se você precisa desenvolver um modelo em curto espaço de tempo",conceito,Douglas Dallavale e Vinícius Vianna,
,Qual a utilidade dos hiperparâmetros do algoritmo Random Forest?,Os hiperparâmetros no Floresta Aleatória são utilizados ou para aumentar o poder preditivo do modelo ou para tornar o modelo mais rápido,hiperparametro,Douglas Dallavale e Vinícius Vianna,
,Qual a finalidade dos hiperparâmetros do Random Forest?,Os hiperparâmetros no Floresta Aleatória são utilizados ou para aumentar o poder preditivo do modelo ou para tornar o modelo mais rápido,hiperparametro,Douglas Dallavale e Vinícius Vianna,
